alphaTrajectory,adaptErrSeq,noAdaptErrorSeq,y_u_preds_inv,y_l_preds_inv,y_true_vals_inv,local_coverage,local_mpiw,standard_dev,time,picp,mpiw
0.123,0.0,0.0,5264.7783,267.65842,851.7399,0.949999988079071,4211.25146484375,,,,
0.124,0.0,0.0,3598.8625,643.58075,814.13983,0.949999988079071,4175.33984375,,,,
0.125,0.0,0.0,4165.565,772.4445,1956.85,0.949999988079071,4260.7294921875,,,,
0.126,0.0,0.0,6222.4556,669.54315,2396.97,0.925000011920929,4304.611328125,,,,
0.127,0.0,0.0,6382.1216,513.0893,2790.7,0.925000011920929,4194.21337890625,,,,
0.128,0.0,0.0,4573.26,601.1169,1813.59,0.925000011920929,4125.951171875,,,,
0.129,0.0,0.0,5268.393,733.1325,2178.59,0.925000011920929,4137.2783203125,,,,
0.13,0.0,0.0,4305.529,915.3934,584.95013,0.925000011920929,4195.8916015625,,,,
0.131,0.0,0.0,2936.0774,677.70917,938.1401,0.925000011920929,4179.8837890625,,,,
0.132,0.0,0.0,3233.4988,496.70016,2008.55,0.925000011920929,4174.35546875,,,,
0.123,1.0,1.0,4357.4385,596.4628,4859.75,0.925000011920929,4171.1943359375,,,,
0.124,0.0,0.0,8317.006,1184.0566,2504.15,0.949999988079071,4165.0244140625,,,,
0.125,0.0,0.0,7050.8145,545.11444,629.8598,0.949999988079071,4072.85009765625,,,,
0.126,0.0,0.0,1799.3698,357.6794,466.82004,0.949999988079071,3987.19970703125,,,,
0.127,0.0,0.0,3561.2107,548.9941,1628.93,0.949999988079071,3992.576904296875,,,,
0.128,0.0,0.0,6487.0903,278.666,897.79,0.949999988079071,3988.266845703125,,,,
0.129,0.0,0.0,4295.927,364.30124,359.21994,0.949999988079071,3899.872314453125,,,,
0.13,0.0,0.0,2256.5222,295.15427,2359.16,0.949999988079071,3853.78076171875,,,,
0.131,0.0,0.0,7011.7935,505.4387,2417.73,0.949999988079071,3878.44287109375,,,,
0.132,0.0,0.0,6619.365,428.39328,4958.52,0.949999988079071,3819.986328125,,,,
0.133,0.0,0.0,7543.788,620.0075,2457.51,0.949999988079071,3705.501220703125,,,,
0.124,1.0,1.0,5806.4526,548.65643,310.37985,0.949999988079071,3601.72998046875,,,,
0.125,0.0,0.0,2704.7192,585.75116,1351.2501,0.9750000238418579,3523.973388671875,,,,
0.126,0.0,0.0,3882.7283,698.6762,1124.6901,0.9750000238418579,3586.946533203125,,,,
0.127,0.0,0.0,5374.4844,363.49875,1337.0,0.9750000238418579,3594.22216796875,,,,
0.128,0.0,0.0,4094.2996,357.7463,844.4799,0.9750000238418579,3571.641357421875,,,,
0.129,0.0,0.0,3883.9524,171.06247,483.9299,0.9750000238418579,3532.62939453125,,,,
0.13,0.0,0.0,1898.3977,515.55756,1294.1,0.9750000238418579,3465.395263671875,,,,
0.131,0.0,0.0,6501.988,448.91257,1204.27,0.9750000238418579,3509.670654296875,,,,
0.132,0.0,0.0,4773.641,436.97018,2077.32,0.9750000238418579,3428.557861328125,,,,
0.133,0.0,0.0,4957.4844,446.06467,1077.4,0.9750000238418579,3438.940185546875,,,,
0.134,0.0,0.0,5142.4507,315.1445,1272.08,0.9750000238418579,3394.920654296875,,,,
0.135,0.0,0.0,4464.7676,684.758,1647.07,0.9750000238418579,3320.532470703125,,,,
0.136,0.0,0.0,5257.094,707.4091,2294.89,0.9750000238418579,3295.95703125,,,,
0.137,0.0,0.0,6054.917,841.1403,1563.04,0.9750000238418579,3269.4140625,,,,
0.138,0.0,0.0,5302.573,454.80222,1928.29,0.9750000238418579,3207.209716796875,,,,
0.139,0.0,0.0,3833.5447,802.9123,1481.48,0.9750000238418579,3139.30810546875,,,,
0.14,0.0,0.0,3899.3936,562.0202,1664.86,0.9750000238418579,3122.38818359375,,,,
0.141,0.0,0.0,4906.1455,656.1408,703.60004,0.9750000238418579,3095.57861328125,,,,
0.142,0.0,0.0,2614.4368,542.4272,1763.67,0.9750000238418579,3074.01025390625,,,,
0.143,0.0,0.0,4195.862,635.1982,3990.8,0.9750000238418579,3075.52783203125,,,,
0.144,0.0,0.0,7657.152,1286.2885,4397.07,0.9750000238418579,3058.49462890625,,,,
0.135,1.0,1.0,7802.0234,2653.627,196.86008,0.9750000238418579,2946.05908203125,,,,
0.136,0.0,0.0,1675.8651,538.87445,1308.53,1.0,2868.801513671875,,,,
0.137,0.0,0.0,4396.793,1258.245,1426.1001,1.0,2893.369140625,,,,
0.138,0.0,0.0,4849.429,424.2109,3795.81,1.0,2869.95654296875,,,,
0.139,0.0,0.0,7809.7314,929.92206,824.41986,1.0,2831.377685546875,,,,
0.14,0.0,0.0,2695.9634,-53.848907,1022.13995,1.0,2695.308837890625,,,,
0.141,0.0,0.0,2453.618,416.37643,884.2199,1.0,2699.445068359375,,,,
0.142,0.0,0.0,3057.4863,447.12302,387.73996,1.0,2746.697265625,,,,
0.143,0.0,0.0,3834.2212,320.05637,850.91986,1.0,2775.149169921875,,,,
0.144,0.0,0.0,3196.593,-249.39114,1090.9102,1.0,2812.639892578125,,,,
0.145,0.0,0.0,3483.5874,403.90646,234.53,1.0,2765.96923828125,,,,
0.146,0.0,0.0,2078.901,422.12228,105.37009,0.9750000238418579,2742.537109375,,,,
0.147,0.0,0.0,3034.2107,194.39743,104.03,0.949999988079071,2893.947998046875,,,,
0.148,0.0,0.0,2396.9036,-275.73514,542.4799,0.949999988079071,2864.50390625,,,,
0.149,0.0,0.0,2150.8628,62.890106,882.9399,0.949999988079071,2888.73876953125,,,,
0.15,0.0,0.0,3129.3035,181.45163,578.83,0.949999988079071,3026.311279296875,,,,
0.151,0.0,0.0,4357.476,189.3884,380.34006,0.949999988079071,3082.474365234375,,,,
0.152,0.0,0.0,1943.7404,332.17795,824.16986,0.949999988079071,3010.449951171875,,,,
0.153,0.0,0.0,3310.8582,537.92303,650.83,0.949999988079071,3024.833984375,,,,
0.154,0.0,0.0,2398.6335,251.1047,2074.02,0.949999988079071,2984.8369140625,,,,
0.155,0.0,0.0,5178.705,540.81537,1049.59,0.949999988079071,2999.800048828125,,,,
0.156,0.0,0.0,3746.9646,271.87082,3471.46,0.949999988079071,2971.218505859375,,,,
0.157,0.0,0.0,4602.424,494.68454,484.45993,0.949999988079071,2978.96240234375,,,,
0.158,0.0,0.0,2749.3223,573.24774,319.49997,0.949999988079071,2920.572998046875,,,,
0.159,0.0,0.0,1388.6713,365.13815,450.03,0.949999988079071,2925.218994140625,,,,
0.16,0.0,0.0,3372.3894,218.52194,845.7199,0.949999988079071,2979.73876953125,,,,
0.161,0.0,0.0,3087.3242,278.77145,1105.76,0.949999988079071,2973.335205078125,,,,
0.162,0.0,0.0,5028.8423,276.88425,820.5998,0.949999988079071,2937.260986328125,,,,
0.163,0.0,0.0,2942.5254,191.88107,518.09,0.949999988079071,2841.6328125,,,,
0.164,0.0,0.0,2203.244,351.46677,855.13995,0.949999988079071,2824.059326171875,,,,
0.165,0.0,0.0,3138.1833,341.19943,1053.8301,0.949999988079071,2817.3876953125,,,,
0.166,0.0,0.0,4062.0984,574.1181,973.64996,0.949999988079071,2814.26806640625,,,,
0.167,0.0,0.0,3060.572,334.9814,205.3801,0.949999988079071,2752.420654296875,,,,
0.168,0.0,0.0,2365.6528,233.93307,412.8701,0.925000011920929,2713.883056640625,,,,
0.169,0.0,0.0,2572.0842,218.25974,610.35004,0.925000011920929,2811.31640625,,,,
0.17,0.0,0.0,2652.8533,387.85812,899.8199,0.925000011920929,2903.74365234375,,,,
0.171,0.0,0.0,3560.6606,173.39523,803.31,0.925000011920929,2892.369140625,,,,
0.172,0.0,0.0,2246.5122,113.805145,1005.94,0.8999999761581421,2853.67919921875,,,,
0.173,0.0,0.0,3267.7566,388.40915,466.84006,0.875,2873.050048828125,,,,
0.174,0.0,0.0,2231.9766,358.53903,459.05002,,,,,,
0.175,0.0,0.0,2284.7878,226.68332,706.6899,,,,,,
0.176,0.0,0.0,2510.265,390.582,1041.7999,,,,,,
0.177,0.0,0.0,2596.6304,394.58224,1036.9,,,,,,
0.178,0.0,0.0,3311.4973,429.42722,527.89984,,,,,,
0.179,0.0,0.0,1711.5555,274.50803,998.07,,,,,,
0.18,0.0,0.0,3201.1611,285.895,1493.54,,,,,,
0.181,0.0,0.0,4516.7505,589.4255,2299.9,,,,,,
0.182,0.0,0.0,4163.523,415.0837,2666.85,,,,,,
0.183,0.0,0.0,5549.2627,535.46747,855.9499,,,,,,
0.184,0.0,0.0,2085.5054,506.34763,1676.2201,,,,,,
0.175,1.0,1.0,2900.7974,758.4067,7982.6104,,,,,,
0.166,1.0,1.0,9963.819,2250.6003,906.31,,,,,,
0.167,0.0,0.0,2650.1448,988.09357,2280.78,,,,,,
0.168,0.0,0.0,4606.804,964.77716,819.4399,,,,,,
0.169,0.0,0.0,7833.1055,242.22629,1232.26,,,,,,
0.17,0.0,0.0,5831.589,637.2133,412.31003,,,,,,
0.171,0.0,0.0,1689.2499,402.14157,311.05002,,,,,,
0.172,0.0,0.0,2537.9348,351.0051,75.6799,,,,,,
0.173,0.0,0.0,1458.3579,285.31223,678.15985,,,,,,
0.174,0.0,0.0,3268.6333,522.5722,1115.54,,,,,,
0.175,0.0,0.0,3839.6482,345.0195,2060.67,,,,,,
0.176,0.0,0.0,4360.5493,575.69354,372.74997,,,,,,
0.177,0.0,0.0,1855.1007,82.93649,488.45993,,,,,,
0.178,0.0,0.0,2646.34,284.43625,106.700165,,,,,,
0.179,0.0,0.0,3529.0535,324.7263,518.37006,,,,,,
0.18,0.0,0.0,3108.395,210.67575,345.58005,,,,,,
0.181,0.0,0.0,1667.3275,301.7368,168.37009,,,,,,
0.182,0.0,0.0,1066.0858,139.25192,189.70993,,,,,,
0.183,0.0,0.0,2163.244,115.54538,402.1799,,,,,,
0.184,0.0,0.0,1866.5221,281.60934,1105.8,,,,,,
0.185,0.0,0.0,2802.6345,130.4443,127.65988,,,,,,
0.186,0.0,0.0,1162.6841,148.5925,405.29,,,,,,
0.177,1.0,1.0,1391.3027,207.22067,2745.1,,,,,,
0.178,0.0,0.0,6603.3184,574.26776,3048.63,,,,,,
0.179,0.0,0.0,6456.3955,405.47238,1032.87,,,,,,
0.18,0.0,0.0,2035.0209,225.01071,496.9299,,,,,,
0.171,1.0,1.0,2151.4998,311.83224,229.69992,,,,,,
0.162,1.0,1.0,3558.1592,650.61884,261.82004,,,,,,
